Title,published_date,Views,Comments,Likes
Live- Conversation With Data Structure And Algorithms Mentor For Free Community Session,2020-08-30T16:23:00Z,10085,38,382
"Tutorial 6-Build,Train,Deploy Machine Learning Model AWS SageMaker- Deployment Of Xgboost ML Model",2020-08-30T09:45:04Z,36344,19,566
"Tutorial 5-Build,Train, Deploy Machine Learning Model In AWS SageMaker-Training Xgboost ML ALgo",2020-08-30T04:48:52Z,44814,69,626
Live-How To Prepare Resume For Data Scientist As A Fresher,2020-08-29T16:20:49Z,55495,67,2558
"Tutorial 4-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Uploading Files In S3 Bucket",2020-08-29T12:18:00Z,54391,74,722
"Tutorial 3-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating S3 Buckets",2020-08-29T09:00:31Z,69922,91,978
"Tutorial 2-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating Notebook Instance",2020-08-29T04:43:07Z,93744,72,1479
Live -Virtual Interview Of Fresher For Data Science - Session 6,2020-08-28T16:25:28Z,25370,52,713
Live- Exploring Nvidia RAPIDS- Open GPU Data Science,2020-08-27T15:46:22Z,7292,12,324
"Live- Attention Models, Transformers  In depth Intuition Deep Learning- Part 2",2020-08-26T17:18:56Z,38527,64,1182
AWS SageMaker For ML And DL Tutorial Playlist- What Will We Learn In This Playlist?,2020-08-26T13:30:12Z,122341,71,2299
Live Community Sessions Announcements- Covering All Technology Stack,2020-08-25T17:00:01Z,13857,76,751
Silhouette (clustering)- Validating Clustering Models- Unsupervised Machine Learning,2020-08-25T13:45:11Z,56670,65,1357
"Live Session- Encoder Decoder,Attention Models, Transformers, Bert Part 1",2020-08-24T17:02:49Z,77956,73,1927
Pytorch Tutorial 6- How To Run Pytorch Code In GPU Using CUDA Library,2020-08-24T12:58:06Z,73951,27,741
Live - Successful Transition Story Of SAP Consultant To Data Scientist,2020-08-23T16:07:44Z,23554,70,810
Live Project-Cotton Disease Prediction Deep Learning Live Project Implementation,2020-08-22T15:33:44Z,109047,132,2337
Live Virtual Interview For Data Science Fresher By Krish And Sudhanshu,2020-08-21T16:10:39Z,140403,194,3339
Live-Best Practices For Data Science Project Development|Session By Chief Technology Officer-Ineuron,2020-08-20T15:09:11Z,8524,25,276
Finally Built My Deep Learning And Gaming Workstation With Nvidia Titan RTX GPU 🔥🔥🔥🔥🔥- It's A Beast🔥,2020-08-20T05:01:24Z,29928,119,819
Live Session- Understanding Attention Models Architecture And Maths Intuition- Deep Learning,2020-08-19T15:52:34Z,59736,62,1512
Live Virtual Interview For Data Science- Background Applied Geology From IIT Kharagpur,2020-08-18T16:23:06Z,35328,46,954
Live Project Developing AI Advertisement Platform Using Deep Learning,2020-08-17T15:24:34Z,8742,19,289
Announcement For Give Away For Women Data Science Aspirants - Promoting Data Science,2020-08-16T16:39:56Z,6532,27,190
Live Q&A Data Science By Krish And Sudhanshu- Give Away For Women To Promote AI,2020-08-16T16:23:03Z,10964,8,377
Live Virtual Interview For Data Science From Teaching Assistant To Data Scientist,2020-08-14T16:18:00Z,20049,25,656
Live Project- Web Application - Loan Default Prediction- Masters Thesis,2020-08-13T15:37:16Z,29765,27,680
Live Interview Of Lakshay For Data Science- Commerce And Statistics Background,2020-08-12T15:52:47Z,23835,39,642
Nvidia Titan RTX Unboxing And Specs And Comparison- Deep Learning,2020-08-11T08:03:53Z,12539,98,424
Live Data Science Q&A With Krish And Sudhanshu- Give Away ML for Deployment+Internships For Women,2020-08-09T16:19:39Z,11393,39,473
Live Virtual Nervous Interview Of Mechanical Engineer For Data Science,2020-08-07T16:14:28Z,27101,61,437
Live- Discussion On Cross Validation Techniques And Selection of Machine Learning Algorithms,2020-08-06T15:59:47Z,9543,13,450
Live Transition Story Of Civil Engineer To Data Scientist With 2 Years Gap,2020-08-05T17:00:35Z,20739,40,750
Problems With Encoders And Decoders- Indepth Intuition,2020-08-05T04:33:15Z,35087,20,639
Step By Step Playlist To Follow To Learn Data Science Through My Channel - Part 2,2020-08-04T16:10:41Z,31921,88,1205
Live Virtual Interview For Data Science By Krish And Sudhanshu,2020-08-04T15:19:45Z,34612,54,912
Step By Step Playlist To Follow To Learn Data Science Through My Channel Part 1- Must for Everyone,2020-08-03T14:00:13Z,130000,299,5497
Live Discussion On Outlier And Its Impacts On Machine Learning UseCases,2020-08-02T16:07:35Z,51343,73,2036
Live Discussion On Handling Imbalanced Dataset- Machine Learning,2020-08-01T16:03:37Z,78971,91,2833
Live Virtual Interview For Internship For College Student By Krish And Sudhanshu,2020-07-31T16:16:54Z,48313,106,1396
Pytorch Tutorial 5-Live- Kaggle Advance House Price Prediction Using Pytorch Deep Learning,2020-07-30T16:25:46Z,20023,26,561
Live Virtual Interview For Data Science By Krish And Sudhanshu Part 2,2020-07-28T16:34:48Z,35298,189,983
Live In-depth Discussion Of PyCaret Automated Machine Learning Library Part 2,2020-07-27T16:06:41Z,5551,10,247
Live In-depth Discussion Of PyCaret Automated Machine Learning Library,2020-07-26T16:00:35Z,15162,27,492
Hyperparameter Tuning Techniques Genetic Algorithms And Optuna Data Science Machine Learning- Part 2,2020-07-25T15:50:05Z,18688,24,647
Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,2020-07-24T14:42:06Z,92654,153,1810
Live-Discussing All Hyperparameter Tuning Techniques Data Science Machine Learning,2020-07-23T16:29:11Z,79326,67,2270
Live Q&A Data Science With Sudhanshu Kumar Part 2,2020-07-22T16:18:27Z,10597,24,396
Live-Charity Stream To Help Bihar And Assam Floods- My Special Journey To 200k subscribers,2020-07-21T15:50:54Z,6685,23,486
Live-Features Selection-Various Techniques To Select Features  Day 7,2020-07-20T16:11:03Z,58275,69,1600
Pytorch Tutorial 4- Solving Kaggle Pima Diabetes Prediction Using ANN With PyTorch Library,2020-07-20T05:00:15Z,27740,48,684
Live-Feature Engineering-All Standardization And Transformation Techniques- Day 6,2020-07-19T15:56:29Z,49619,52,1557
Live-Feature Engineering- Forecasting Time Series Using Facebook Fbprophet-Day 5,2020-07-18T16:14:00Z,22283,35,547
Summary Live Streaming-Feature Engineering- Probability Ratio Encoding- Handling Categorical Feature,2020-07-18T07:18:34Z,20748,20,469
Summary Live Q&A-Sudhanshu Journey On Data Science,2020-07-17T15:00:34Z,10193,44,503
Pytorch TutoriaL 3-How To Perform BackPropogation Using Pytorch,2020-07-17T08:05:40Z,16582,28,318
Live-Feature Engineering-All Techniques To Handle Categorical Features - Day 4,2020-07-16T15:06:48Z,49637,65,1459
Live-Feature Engineering-All Techniques To Handle Missing Values- Day 3,2020-07-15T15:31:20Z,62884,55,1673
Live-Feature Engineering-All Techniques To Handle Missing Values- Day 2,2020-07-14T15:33:29Z,67930,86,1974
Pytorch Tutorial 2-Understanding Of Tensors Using Pytorch,2020-07-14T10:06:31Z,26039,33,486
Live-Feature Engineering-All Techniques To Handle Missing Values- Day 1,2020-07-13T14:59:24Z,130018,135,3892
Live Unboxing MSI Laptop For Machine Learning And Deep Learning,2020-07-12T14:30:25Z,18917,74,342
Pytorch Tutorial 1-Pytorch Installation For Deep Learning,2020-07-12T13:20:32Z,62025,53,900
Live Discussion Of Roles And Responsibilities In Data Science Project- Further Announcements,2020-07-11T15:26:53Z,5972,15,420
Live- How To Approach Interviews For Data Science,2020-07-10T14:48:35Z,8515,18,612
Live- Implementation Of Malaria Disease Using Deep Learning End To End Projects With Deployment,2020-07-09T15:44:21Z,65811,123,1561
Live Summary- Memory Profiler In Python- How To Effectively Check Your Code Quality With Memory,2020-07-08T15:59:07Z,14777,26,269
Live- Implementation Of 7 HealthCare End To End Projects With Deployment,2020-07-08T14:39:45Z,94922,32,2117
Summary Recap Of Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-07T14:52:52Z,27641,55,729
Summary Of Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-07T05:09:03Z,13707,25,388
Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-06T14:42:58Z,135321,168,3879
Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-05T15:51:30Z,207069,234,6499
Live- Implementation of Cricket Score Prediction App With Deployment For IPL(Sport Analytics),2020-07-04T14:08:38Z,68843,101,2581
Summary of Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-04T04:02:00Z,2865,23,200
Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-03T14:33:33Z,10608,26,886
Live Discussion - How To Read Research Papers As A Data Scientist,2020-07-03T07:44:13Z,6584,15,273
Live Project-Stock Sentiment Analysis using News Headlines Machine Learning,2020-07-02T15:21:05Z,89712,63,2588
Live Session-Implementing Deep Learning Project From Scratch To Deployment- Heroku(Car Brand Class),2020-07-01T15:35:53Z,83642,109,1636
Live- Implementation of End To End Kaggle Machine Learning Project With Deployment,2020-06-30T15:58:13Z,603452,673,14059
Live-3 Weeks Big Data With Pyspark Community Classes Announcement For EveryOne For Free,2020-06-29T15:41:34Z,9679,46,456
Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29T14:33:15Z,47189,101,943
Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29T14:31:31Z,7295,11,232
Live Discussion - How To Read Research Papers As A Data Scientist,2020-06-28T15:24:27Z,5764,27,214
Live Discussion of Resume Of Data Scientist,2020-06-27T15:40:21Z,17251,39,541
Live Discussion of Resume Of Data Scientist,2020-06-27T15:39:09Z,4193,5,266
Encoder And Decoder- Neural Machine Learning Language Translation Tutorial With Keras- Deep Learning,2020-06-27T11:45:32Z,94158,112,1311
How To Prepare For Applying Freelancing Jobs For Data Science,2020-06-26T15:55:12Z,15943,24,614
Amazing Guidelines For Creating GitHub Profiles For Data Scientist,2020-06-25T15:09:03Z,36773,29,1190
Impact Of Artificial Intelligence On Employment- Data Science,2020-06-24T15:00:11Z,6049,28,247
Indian Paper Currency Predictor- Data Science Projects From Subscribers,2020-06-23T17:03:47Z,6266,27,212
Deployment Of Machine Learning PIPELINES Using Dockers and Kubernetes,2020-06-23T14:09:04Z,48755,64,917
Biggest Hurdles In AI Adoption Faced By Executives And Companies| Data Science,2020-06-22T14:45:33Z,2735,16,131
Live Q&A -  Future Videos To Come Regarding Data Science,2020-06-21T15:48:47Z,4116,15,148
All Automated Machine Learning Libraries At One Place- Project From Subscribers,2020-06-21T06:08:45Z,7323,13,320
Interesting Facts And Stats On Artificial Language,2020-06-20T15:01:08Z,2645,17,127
How To Debug Logs And Web Application In Heroku|Data Science,2020-06-20T12:00:11Z,35288,108,559
Building Automated Exploratory Data Analysis Project- Project From Subscriber,2020-06-20T04:40:38Z,14648,33,560
Important Point To Consider When Implementing Data Science Projects & Interviews-Must For Everyone,2020-06-19T15:20:34Z,5343,48,408
Twitter Tweet's Analyzer Using Streamlit Web App- Projects From Subscribers,2020-06-19T12:11:39Z,9633,19,268
Deploy Streamlit WebApp ML Models In Heroku(PAAS)- Data Science,2020-06-18T15:00:12Z,25673,42,499
The Correct Guidance To Learn Deep Learning Techniques|Sharing My Experience,2020-06-17T13:15:04Z,16604,81,939
Be Aware Of Data Science Job Description And Assignment,2020-06-16T16:45:15Z,18869,148,1018
Sequence To Sequence Learning With Neural Networks| Encoder And Decoder In-depth Intuition,2020-06-16T13:00:13Z,136991,59,2737
Salary By Developer Type Based On Experience|Analyzing Stack Overflow Developer Survey 2020,2020-06-15T15:39:35Z,3139,10,99
Live Q&A  Data Science,2020-06-14T15:45:02Z,4431,25,140
How To Perform Post Pruning In Decision Tree? Prevent Overfitting- Data Science,2020-06-14T13:00:13Z,39848,48,904
Most Popular Databases Used By Professionals,2020-06-14T04:30:43Z,5296,11,155
"Most Loved, Dreaded And Wanted Programming Languages",2020-06-13T15:45:01Z,14301,19,139
Deploy Machine Learning Models Using StreamLit Library- Data Science,2020-06-13T14:00:12Z,119675,50,1786
Hummingbird-Run Traditional Machine Learning model on Deep Neural Network frameworks-Data Science,2020-06-13T04:30:12Z,18473,22,296
Develop Your First Deep Learning End To End Project As A Beginner In Data Science in 30 minutes,2020-06-12T14:45:12Z,44958,84,999
Give Away Results Of Abhishek Thakur New Books- Best Of Luck,2020-06-11T14:45:10Z,3917,52,151
4 End To End Projects Till Deployment For Beginners In Data Science| All You Have To Do Is Learn,2020-06-10T14:45:11Z,63210,111,2404
How To Convert Business Ideas And Opportunities Into Data Science Projects?,2020-06-10T12:00:11Z,7185,14,325
Is Age A Barrier To Get Into Data Science? Misconception,2020-06-09T15:24:55Z,20226,115,797
"Guidance Towards Data Science|Panel Discussion With Dhaval, Ken Jee And Data Professor",2020-06-08T13:30:12Z,13844,80,734
All You Want To Know About Kaggle-  Podcast With Abhishek Thakur Kaggle Grandmaster- Give Away Books,2020-06-07T04:30:14Z,30808,369,1466
Perform EDA In Seconds With Visualization Using SweetViz Library,2020-06-06T14:45:13Z,28063,90,1105
Tips For Resume Preparation For None Coding Background For Data Science- Podcast Summary,2020-06-06T03:30:13Z,4522,16,183
Free Statistics Community Live Classes For All|Initiative To Give To Data Science Community,2020-06-05T14:41:36Z,12054,143,633
Successful Transition From Finance Domain To Data Science- Author Of PyCaret| Podcast Summary,2020-06-05T11:30:14Z,2162,13,69
Should We Learn All Data Science LifeCycle Even Though We Have Automated Libraries|Author Of PyCaret,2020-06-05T03:30:12Z,2875,13,113
How To Read And Process Huge Datasets in Seconds Using Vaex Library| Data Science| Machine Learning,2020-06-04T14:33:58Z,25132,48,758
Perform Exploratory Data Analysis In Minutes- Data Science| Machine Learning,2020-06-03T15:31:10Z,72587,150,2172
Best Website Blogs For Data Science Tutorials|Important For Everyone,2020-06-02T15:22:21Z,10544,20,527
Julia Vs R Vs Python Programming Language For Data Science,2020-06-01T15:27:59Z,14306,49,377
Python Vs R Programming Language- Which One Should You Choose?,2020-05-31T15:48:07Z,15999,47,474
Top Data Science Communities to Join For Learning | Must For Making Transition To Data Science,2020-05-31T13:04:15Z,21452,38,649
StackOverflow Developer Survey 2020 Overview,2020-05-30T12:53:00Z,2220,13,76
Implement Kaggle Fake News Classifier Using Bidirectional LSTM RNN,2020-05-30T08:26:25Z,31432,60,661
Bidirectional RNN Indepth Intuition- Deep Learning Tutorial,2020-05-30T04:30:13Z,66890,36,1584
How To Contribute To Open Source Data Science Projects And Libraries,2020-05-29T14:09:12Z,18690,18,740
Blue Yeti Mic Unboxing - Best Mic For Youtube Videos Recordings,2020-05-28T14:45:39Z,1821,13,84
Data Science Vs Data Mining,2020-05-28T10:05:57Z,19552,41,604
Live Q&A DATA SCIENCE,2020-05-27T15:34:45Z,3367,18,102
Whether Data Science Is Becoming Software Engineering?,2020-05-26T15:53:49Z,7722,64,343
Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,2020-05-25T14:31:27Z,483572,542,8737
How To Create Your Own Brand As A Data Scientist? Yes You Can Do It,2020-05-24T12:54:39Z,9727,43,472
Conversation with the Author of PyCaret-Career Transition from Finance to Data Science,2020-05-24T03:30:02Z,5606,25,241
Lets Implement LSTM RNN Models For Univariate Time Series Forecasting- Deep Learning,2020-05-23T12:19:22Z,102418,131,1712
"Docker Tutorial 6- Writing, Building And Running Docker Image| Machine Learning",2020-05-23T06:50:36Z,41541,157,673
Why OOPS Concepts Is Must For Implementing Complex Data Science Projects,2020-05-22T15:18:09Z,13903,40,582
Did You Improve Your Productivity During This Lockdown?- Data Science - Sharing My Experience,2020-05-21T15:21:13Z,4657,56,228
Docker Tutorial 5- Understanding Docker Commands- Machine Learning,2020-05-21T03:30:06Z,30747,51,794
Atmanirbhar- Let's Become Specialized Data Scientist,2020-05-20T16:11:42Z,8773,96,607
Docker Tutorial 4-Docker Installation instructions In Windows And Other OS | Machine Learning,2020-05-20T06:24:17Z,36034,50,457
Kaggle Faker News Classifier Using LSTM- Deep LEarning| Natural Language Processing,2020-05-19T15:49:11Z,106671,180,1846
Successful Transition Story From Civil Engineer To A Data Scientist,2020-05-18T16:30:32Z,45591,123,1219
Live Q&A Data Science,2020-05-17T15:51:30Z,11697,53,371
Please Help Each Other To Pass This Crisis- Motivation(Important For Everyone),2020-05-17T10:43:14Z,2150,24,173
Docker Tutorial 3-Deploying Machine Learning Models Using Flask And Flasgger,2020-05-17T03:38:02Z,47116,92,809
Docker Tutorial 2- Building A Flask App For A Bank Note Authentication,2020-05-16T12:44:26Z,64007,134,1359
Successful Transition Story From Mechanical Engineer To A Data Scientist,2020-05-16T03:30:45Z,51480,186,1541
